Department,Department_Name,Division,Gender,Base_Salary,Overtime_Pay,Longevity_Pay,Grade
LOG,Logistics - Logistics,Logistics - Inbound Logistics,M,103789.03,0,0,14
LOG,Logistics - Logistics,Logistics - Transportation,F,85529.15,0,0,N15
LOG,Logistics - Warehouse Management,Warehouse Management - Inbound Logistics,F,30722.59,0,16650.64,14
LOG,Logistics - Fleet Operations,Fleet Operations - Inbound Logistics,F,130016.23,9151.5,6638.27,N20
LOG,Logistics - Logistics,Logistics - Outbound Logistics,M,42028.14,49591.6,0,N26
LOG,Logistics - Logistics,Logistics - Outbound Logistics,F,69877.07,0,0,6
LOG,Logistics - Supply Chain,Supply Chain - Warehouse Ops,F,55258.7,17169.46,0,10
LOG,Logistics - Supply Chain,Supply Chain - Transportation,M,87196.18,4160.21,10751.19,10
LOG,Logistics - Logistics,Logistics - Outbound Logistics,F,133097.78,0,12959.72,N17
LOG,Logistics - Supply Chain,Supply Chain - Inbound Logistics,F,122868.33,11729.86,0,N32
LOG,Logistics - Distribution,Distribution - Outbound Logistics,M,50340.6,42084.07,10076.74,N18
LOG,Logistics - Warehouse Management,Warehouse Management - Transportation,F,79469.59,55867.08,0,N32
LOG,Logistics - Supply Chain,Supply Chain - Transportation,F,59154.18,50123.6,13520.44,EX1
LOG,Logistics - Supply Chain,Supply Chain - Inbound Logistics,M,77757.79,28594.04,0,6
LOG,Logistics - Logistics,Logistics - Outbound Logistics,F,77945.69,67095.8,0,M3
LOG,Logistics - Supply Chain,Supply Chain - Warehouse Ops,F,120995.5,0,0,N20
LOG,Logistics - Logistics,Logistics - Last Mile Delivery,F,92119.43,0,0,18
LOG,Logistics - Warehouse Management,Warehouse Management - Last Mile Delivery,M,48412.47,0,8480.04,20
LOG,Logistics - Distribution,Distribution - Outbound Logistics,M,122842.14,844.64,0,N20
LOG,Logistics - Supply Chain,Supply Chain - Outbound Logistics,F,109145.67,0,0,N18
LOG,Logistics - Warehouse Management,Warehouse Management - Transportation,M,90056.25,0,12155.23,N25
LOG,Logistics - Fleet Operations,Fleet Operations - Inbound Logistics,F,111137.33,0,3014.29,N15
LOG,Logistics - Warehouse Management,Warehouse Management - Outbound Logistics,M,93903.6,32488.26,12568.02,7
LOG,Logistics - Fleet Operations,Fleet Operations - Warehouse Ops,F,90061.2,21455.34,0,N32
LOG,Logistics - Distribution,Distribution - Inbound Logistics,F,103758.79,33088.2,0,21
LOG,Logistics - Warehouse Management,Warehouse Management - Inbound Logistics,F,125252.02,0,6122.85,23
LOG,Logistics - Supply Chain,Supply Chain - Warehouse Ops,F,100505.09,47081.8,0,EX1
LOG,Logistics - Warehouse Management,Warehouse Management - Last Mile Delivery,F,78247.45,22327.89,7077.08,N24
LOG,Logistics - Fleet Operations,Fleet Operations - Transportation,M,52321.3,36659.69,0,19
LOG,Logistics - Supply Chain,Supply Chain - Transportation,M,95732.27,0,0,17
LOG,Logistics - Warehouse Management,Warehouse Management - Warehouse Ops,M,61802.94,870.12,0,8
LOG,Logistics - Fleet Operations,Fleet Operations - Inbound Logistics,M,84403.23,0,2470.42,N16
LOG,Logistics - Supply Chain,Supply Chain - Last Mile Delivery,F,67892.91,25474.58,0,7
LOG,Logistics - Supply Chain,Supply Chain - Outbound Logistics,F,109932.96,0,0,14
LOG,Logistics - Distribution,Distribution - Inbound Logistics,M,67024.23,0,0,M2
LOG,Logistics - Supply Chain,Supply Chain - Last Mile Delivery,M,90254.61,0,12097.47,M3
LOG,Logistics - Distribution,Distribution - Last Mile Delivery,F,90912.25,0,17321.17,15
LOG,Logistics - Supply Chain,Supply Chain - Outbound Logistics,M,87242.4,0,0,N20
LOG,Logistics - Fleet Operations,Fleet Operations - Warehouse Ops,F,105880.17,0,0,N18
LOG,Logistics - Supply Chain,Supply Chain - Last Mile Delivery,F,76994.22,0,0,N20
LOG,Logistics - Fleet Operations,Fleet Operations - Inbound Logistics,F,75941.47,7386.31,18269.91,16
LOG,Logistics - Logistics,Logistics - Outbound Logistics,M,71310.7,5890.21,17394.96,N25
LOG,Logistics - Distribution,Distribution - Last Mile Delivery,M,87798.64,5663.72,0,N28
LOG,Logistics - Logistics,Logistics - Warehouse Ops,F,75405.73,37644.97,0,N21
LOG,Logistics - Warehouse Management,Warehouse Management - Warehouse Ops,F,91442.76,31686.69,0,N24
LOG,Logistics - Supply Chain,Supply Chain - Last Mile Delivery,F,92526.48,0,1687.09,21
LOG,Logistics - Fleet Operations,Fleet Operations - Last Mile Delivery,F,65933.5,0,0,N27
LOG,Logistics - Fleet Operations,Fleet Operations - Last Mile Delivery,M,82990.02,0,0,18
LOG,Logistics - Fleet Operations,Fleet Operations - Warehouse Ops,F,134460.49,0,0,5
LOG,Logistics - Logistics,Logistics - Last Mile Delivery,F,69698.44,0,19858.05,N28
LOG,Logistics - Supply Chain,Supply Chain - Warehouse Ops,F,93942.4,38933.77,5869.23,11
LOG,Logistics - Supply Chain,Supply Chain - Outbound Logistics,F,56126.77,0,0,N32
LOG,Logistics - Logistics,Logistics - Last Mile Delivery,F,84065.87,12284.5,0,N26
LOG,Logistics - Fleet Operations,Fleet Operations - Warehouse Ops,M,87373.99,3110.52,0,N17
LOG,Logistics - Distribution,Distribution - Warehouse Ops,M,117296.07,2211.46,0,7
LOG,Logistics - Distribution,Distribution - Inbound Logistics,M,88746.12,14534.06,0,N27
LOG,Logistics - Supply Chain,Supply Chain - Warehouse Ops,F,105856.72,51094.26,13353.95,N15
LOG,Logistics - Warehouse Management,Warehouse Management - Transportation,F,89133.83,32568.83,0,M3
LOG,Logistics - Logistics,Logistics - Last Mile Delivery,M,114074.1,52826.06,13268.56,9
LOG,Logistics - Warehouse Management,Warehouse Management - Inbound Logistics,M,59404.47,0,0,13
LOG,Logistics - Warehouse Management,Warehouse Management - Last Mile Delivery,M,52742.83,0,0,17
LOG,Logistics - Warehouse Management,Warehouse Management - Warehouse Ops,F,102004.34,0,1035.4,15
LOG,Logistics - Warehouse Management,Warehouse Management - Warehouse Ops,F,75900.68,0,0,19
LOG,Logistics - Fleet Operations,Fleet Operations - Transportation,F,120496.59,77098.74,0,N25
LOG,Logistics - Supply Chain,Supply Chain - Transportation,M,88528.11,0,0,M2
LOG,Logistics - Logistics,Logistics - Warehouse Ops,M,105458.38,0,0,N28
LOG,Logistics - Logistics,Logistics - Warehouse Ops,F,97884.9,67290.98,0,N28
LOG,Logistics - Logistics,Logistics - Warehouse Ops,M,41440.2,0,784.87,17
LOG,Logistics - Distribution,Distribution - Warehouse Ops,M,51153.37,0,0,19
LOG,Logistics - Logistics,Logistics - Inbound Logistics,F,68373.97,77508.32,11963.99,6
LOG,Logistics - Distribution,Distribution - Last Mile Delivery,F,71540.92,0,13707.1,N21
LOG,Logistics - Supply Chain,Supply Chain - Warehouse Ops,F,42859.17,26377.32,0,M1
LOG,Logistics - Warehouse Management,Warehouse Management - Inbound Logistics,M,68697.07,10502.49,11199.18,EX2
LOG,Logistics - Warehouse Management,Warehouse Management - Warehouse Ops,M,60057.21,0,0,N17
LOG,Logistics - Warehouse Management,Warehouse Management - Warehouse Ops,M,41695.79,43784.03,16991.5,11
LOG,Logistics - Fleet Operations,Fleet Operations - Warehouse Ops,F,72328.72,0,0,N18
LOG,Logistics - Logistics,Logistics - Warehouse Ops,F,57743.37,0,0,M2
LOG,Logistics - Warehouse Management,Warehouse Management - Outbound Logistics,F,76750.21,64650.15,0,19
LOG,Logistics - Logistics,Logistics - Inbound Logistics,M,77498.87,1343.32,0,N17
LOG,Logistics - Supply Chain,Supply Chain - Transportation,F,71475.68,53647.34,0,M3
LOG,Logistics - Fleet Operations,Fleet Operations - Last Mile Delivery,M,64655.84,32674.56,0,N26
LOG,Logistics - Supply Chain,Supply Chain - Transportation,M,55676.83,44933.33,20228.1,17
LOG,Logistics - Fleet Operations,Fleet Operations - Transportation,M,63237.15,38864.81,0,10
LOG,Logistics - Distribution,Distribution - Outbound Logistics,F,101885.86,14857.9,7079.21,23
LOG,Logistics - Warehouse Management,Warehouse Management - Inbound Logistics,M,115582.14,22702.23,5576.73,12
LOG,Logistics - Logistics,Logistics - Transportation,F,61782.21,0,0,15
LOG,Logistics - Distribution,Distribution - Last Mile Delivery,M,81084.87,18289.24,0,N15
LOG,Logistics - Supply Chain,Supply Chain - Inbound Logistics,M,76748.1,75705.59,7373.35,16
LOG,Logistics - Logistics,Logistics - Inbound Logistics,F,66364.53,0,12536.6,5
LOG,Logistics - Logistics,Logistics - Transportation,F,84978.73,34112.97,0,N25
LOG,Logistics - Warehouse Management,Warehouse Management - Last Mile Delivery,F,53577.69,66104.86,0,17
LOG,Logistics - Supply Chain,Supply Chain - Inbound Logistics,F,77918.63,57648.65,13528.11,16
LOG,Logistics - Supply Chain,Supply Chain - Warehouse Ops,M,91567.58,0,0,M2
LOG,Logistics - Distribution,Distribution - Last Mile Delivery,F,84831.4,0,17708.03,12
LOG,Logistics - Warehouse Management,Warehouse Management - Outbound Logistics,M,110974.18,57580.01,14533.1,N24
LOG,Logistics - Supply Chain,Supply Chain - Warehouse Ops,M,74227.55,53081.54,0,16
LOG,Logistics - Logistics,Logistics - Inbound Logistics,F,112458.68,71516.38,2041.78,N21
LOG,Logistics - Distribution,Distribution - Transportation,F,65211.58,44040.88,0,EX2
LOG,Logistics - Warehouse Management,Warehouse Management - Outbound Logistics,F,71641.12,0,0,N24
LOG,Logistics - Distribution,Distribution - Last Mile Delivery,F,96038.01,0,0,19
LOG,Logistics - Supply Chain,Supply Chain - Warehouse Ops,F,82424.93,57530.99,0,EX1
LOG,Logistics - Logistics,Logistics - Warehouse Ops,F,115231.31,71093.93,9195.75,N21
LOG,Logistics - Fleet Operations,Fleet Operations - Outbound Logistics,F,65814.11,0,14226.39,N20
LOG,Logistics - Warehouse Management,Warehouse Management - Warehouse Ops,M,74841.58,41498.78,0,22
LOG,Logistics - Fleet Operations,Fleet Operations - Inbound Logistics,M,92268.43,0,9606.68,11
LOG,Logistics - Distribution,Distribution - Warehouse Ops,M,108009.53,0,3946.49,6
LOG,Logistics - Warehouse Management,Warehouse Management - Last Mile Delivery,F,106464.31,42803.89,0,21
LOG,Logistics - Fleet Operations,Fleet Operations - Warehouse Ops,M,118472.94,12633.39,0,19
LOG,Logistics - Distribution,Distribution - Outbound Logistics,F,81384.52,2483.46,0,N28
LOG,Logistics - Logistics,Logistics - Warehouse Ops,F,95028.59,0,0,N25
LOG,Logistics - Distribution,Distribution - Last Mile Delivery,M,48047.81,0,0,22
LOG,Logistics - Warehouse Management,Warehouse Management - Transportation,M,95893.92,0,16126.93,N24
LOG,Logistics - Distribution,Distribution - Inbound Logistics,M,95883.17,0,0,11
LOG,Logistics - Distribution,Distribution - Warehouse Ops,F,88530.87,0,19415.27,12
LOG,Logistics - Fleet Operations,Fleet Operations - Last Mile Delivery,F,89444.6,0,2045.35,N25
LOG,Logistics - Warehouse Management,Warehouse Management - Last Mile Delivery,F,114432.49,5909.9,659.68,N20
LOG,Logistics - Supply Chain,Supply Chain - Transportation,F,75569.56,19161.03,0,N28
LOG,Logistics - Fleet Operations,Fleet Operations - Last Mile Delivery,F,51092.81,0,0,EX2
LOG,Logistics - Distribution,Distribution - Outbound Logistics,F,117262.69,6967.51,4215.31,10
LOG,Logistics - Fleet Operations,Fleet Operations - Warehouse Ops,M,80461.92,0,1052.28,11
LOG,Logistics - Warehouse Management,Warehouse Management - Transportation,F,72294.25,0,0,14
LOG,Logistics - Warehouse Management,Warehouse Management - Outbound Logistics,M,111264.77,70920.96,0,N16
LOG,Logistics - Supply Chain,Supply Chain - Warehouse Ops,M,74352.64,59306.46,0,N15
LOG,Logistics - Fleet Operations,Fleet Operations - Warehouse Ops,F,83501.78,0,9703.15,21
LOG,Logistics - Supply Chain,Supply Chain - Last Mile Delivery,M,82918.33,0,0,N25
LOG,Logistics - Warehouse Management,Warehouse Management - Last Mile Delivery,M,87017.24,68675.89,0,N16
LOG,Logistics - Warehouse Management,Warehouse Management - Last Mile Delivery,F,110602.23,0,11683.16,EX2
LOG,Logistics - Logistics,Logistics - Transportation,M,98004.28,0,0,N25
LOG,Logistics - Distribution,Distribution - Outbound Logistics,F,53608.68,53383.29,0,N23
LOG,Logistics - Supply Chain,Supply Chain - Transportation,F,60285.6,0,0,N21
LOG,Logistics - Logistics,Logistics - Transportation,F,77637.11,0,0,9
LOG,Logistics - Warehouse Management,Warehouse Management - Transportation,F,49398.04,17316.02,0,20
LOG,Logistics - Logistics,Logistics - Transportation,F,77805.51,77647.67,0,10
LOG,Logistics - Supply Chain,Supply Chain - Warehouse Ops,M,80287.13,0,0,M2
LOG,Logistics - Distribution,Distribution - Inbound Logistics,F,81594.78,0,0,M1
LOG,Logistics - Warehouse Management,Warehouse Management - Transportation,M,71374.67,0,3434.91,EX1
LOG,Logistics - Distribution,Distribution - Warehouse Ops,F,69523.53,26490.72,0,M1
LOG,Logistics - Warehouse Management,Warehouse Management - Last Mile Delivery,F,80419.42,66286.27,18087.98,EX2
LOG,Logistics - Warehouse Management,Warehouse Management - Outbound Logistics,F,55657.81,44433.02,0,7
LOG,Logistics - Supply Chain,Supply Chain - Transportation,M,105216.38,31339.05,0,EX2
LOG,Logistics - Fleet Operations,Fleet Operations - Warehouse Ops,M,79442.46,0,0,22
LOG,Logistics - Logistics,Logistics - Outbound Logistics,F,86517.57,11010.89,8040.37,21
LOG,Logistics - Warehouse Management,Warehouse Management - Inbound Logistics,F,78838.35,0,3380.96,M1
LOG,Logistics - Logistics,Logistics - Transportation,F,120804.46,0,0,8
LOG,Logistics - Warehouse Management,Warehouse Management - Inbound Logistics,F,102858.33,32201.85,1998.47,19
LOG,Logistics - Supply Chain,Supply Chain - Warehouse Ops,M,113234.27,0,1556.72,6
LOG,Logistics - Distribution,Distribution - Transportation,F,102287.02,0,0,N21
LOG,Logistics - Distribution,Distribution - Warehouse Ops,F,72235.74,8589.5,0,19
LOG,Logistics - Fleet Operations,Fleet Operations - Warehouse Ops,F,82745.78,69675.6,0,11
LOG,Logistics - Supply Chain,Supply Chain - Transportation,F,60250.77,23434.24,0,14
LOG,Logistics - Supply Chain,Supply Chain - Transportation,F,133541.74,4202.19,13866.07,N27
LOG,Logistics - Logistics,Logistics - Warehouse Ops,M,134519.09,0,0,N17
LOG,Logistics - Fleet Operations,Fleet Operations - Warehouse Ops,M,83256.71,0,16147.67,M1
LOG,Logistics - Supply Chain,Supply Chain - Inbound Logistics,F,87748.4,0,5608.48,17
LOG,Logistics - Warehouse Management,Warehouse Management - Inbound Logistics,M,54319.91,0,0,12
LOG,Logistics - Warehouse Management,Warehouse Management - Last Mile Delivery,F,88320.55,4128.57,0,N28
LOG,Logistics - Logistics,Logistics - Outbound Logistics,F,37582.67,75969.29,0,13
LOG,Logistics - Fleet Operations,Fleet Operations - Inbound Logistics,M,94405.01,0,5222.56,M3
LOG,Logistics - Supply Chain,Supply Chain - Last Mile Delivery,F,89812.93,0,0,N20
LOG,Logistics - Distribution,Distribution - Warehouse Ops,M,113155.85,38714.86,0,N15
LOG,Logistics - Fleet Operations,Fleet Operations - Outbound Logistics,F,70530.68,0,11290.25,N21
LOG,Logistics - Distribution,Distribution - Inbound Logistics,M,31541.01,62672.4,16631.52,23
LOG,Logistics - Logistics,Logistics - Transportation,F,88184.76,30596.06,7643.45,N17
LOG,Logistics - Supply Chain,Supply Chain - Inbound Logistics,F,60323.43,0,0,5
LOG,Logistics - Fleet Operations,Fleet Operations - Warehouse Ops,F,81052.8,0,0,N16
LOG,Logistics - Distribution,Distribution - Last Mile Delivery,F,99056.18,79249.91,0,N15
LOG,Logistics - Logistics,Logistics - Outbound Logistics,F,111302.9,0,0,M1
LOG,Logistics - Fleet Operations,Fleet Operations - Transportation,F,81406.32,27963.28,0,N23
LOG,Logistics - Distribution,Distribution - Warehouse Ops,M,128274.47,0,0,N16
LOG,Logistics - Distribution,Distribution - Warehouse Ops,F,50473.81,53076.74,0,14
LOG,Logistics - Warehouse Management,Warehouse Management - Warehouse Ops,F,81073.6,0,13707.7,N23
LOG,Logistics - Fleet Operations,Fleet Operations - Transportation,F,79697.31,36279.2,3796.67,20
LOG,Logistics - Distribution,Distribution - Transportation,M,48008.19,0,0,15
LOG,Logistics - Distribution,Distribution - Outbound Logistics,F,67160.41,51755.52,17523.99,15
LOG,Logistics - Distribution,Distribution - Last Mile Delivery,F,118783.66,0,0,N32
LOG,Logistics - Logistics,Logistics - Inbound Logistics,F,97674.08,0,0,N23
LOG,Logistics - Warehouse Management,Warehouse Management - Inbound Logistics,M,103248.96,36724.11,0,M2
LOG,Logistics - Fleet Operations,Fleet Operations - Warehouse Ops,F,82288.35,0,0,N27
LOG,Logistics - Distribution,Distribution - Warehouse Ops,F,114400.19,0,0,20
LOG,Logistics - Logistics,Logistics - Outbound Logistics,F,85419.16,0,0,N26
LOG,Logistics - Distribution,Distribution - Transportation,F,104101.64,27021.29,0,22
LOG,Logistics - Distribution,Distribution - Warehouse Ops,F,83476.89,0,0,N23
LOG,Logistics - Warehouse Management,Warehouse Management - Warehouse Ops,F,34243.77,78129.42,18993.97,N27
LOG,Logistics - Warehouse Management,Warehouse Management - Last Mile Delivery,M,88824.27,1283.62,0,19
LOG,Logistics - Warehouse Management,Warehouse Management - Last Mile Delivery,M,84206.13,0,0,5
LOG,Logistics - Distribution,Distribution - Transportation,M,92798.24,54848.16,9761.64,EX2
LOG,Logistics - Warehouse Management,Warehouse Management - Inbound Logistics,F,69259.66,66448.76,10642.97,M3
LOG,Logistics - Supply Chain,Supply Chain - Outbound Logistics,M,90541,45849.71,0,N17
LOG,Logistics - Warehouse Management,Warehouse Management - Outbound Logistics,F,25717.98,0,0,17
LOG,Logistics - Logistics,Logistics - Last Mile Delivery,F,108724.13,0,0,19
LOG,Logistics - Distribution,Distribution - Last Mile Delivery,F,79531.87,26798.42,10082.67,N17
LOG,Logistics - Warehouse Management,Warehouse Management - Outbound Logistics,F,103265.85,38738.99,0,N18
LOG,Logistics - Supply Chain,Supply Chain - Inbound Logistics,F,89324.76,0,17912.73,N21
LOG,Logistics - Logistics,Logistics - Transportation,M,81756.79,68253.71,0,N20
LOG,Logistics - Logistics,Logistics - Transportation,M,60338.58,78433.72,0,17
LOG,Logistics - Warehouse Management,Warehouse Management - Last Mile Delivery,M,71318.16,51651.97,0,20
LOG,Logistics - Distribution,Distribution - Warehouse Ops,M,68616.01,0,0,19
LOG,Logistics - Distribution,Distribution - Outbound Logistics,M,80632.39,0,0,N27
LOG,Logistics - Fleet Operations,Fleet Operations - Outbound Logistics,F,51503.01,0,0,7
LOG,Logistics - Distribution,Distribution - Outbound Logistics,M,65937.37,24428.45,11555.84,N25
LOG,Logistics - Warehouse Management,Warehouse Management - Transportation,M,81669.01,22728.7,0,7
LOG,Logistics - Warehouse Management,Warehouse Management - Inbound Logistics,M,131018.13,0,0,M1
LOG,Logistics - Logistics,Logistics - Warehouse Ops,M,43279.05,79423.73,12246.38,N20
LOG,Logistics - Warehouse Management,Warehouse Management - Last Mile Delivery,F,110462.44,24783.38,19615.98,19
LOG,Logistics - Warehouse Management,Warehouse Management - Inbound Logistics,F,107627.12,0,3058.54,N25
LOG,Logistics - Distribution,Distribution - Outbound Logistics,F,53763.88,16749.67,1970.9,23
LOG,Logistics - Warehouse Management,Warehouse Management - Warehouse Ops,M,88032.26,0,0,6
LOG,Logistics - Warehouse Management,Warehouse Management - Inbound Logistics,F,92127.06,58084.2,8362.92,13
LOG,Logistics - Supply Chain,Supply Chain - Last Mile Delivery,F,75164.52,0,11817.75,18
LOG,Logistics - Distribution,Distribution - Transportation,F,66204.64,0,0,20
LOG,Logistics - Logistics,Logistics - Last Mile Delivery,F,111533.88,66285.28,14885.4,N21
LOG,Logistics - Warehouse Management,Warehouse Management - Outbound Logistics,M,75340.16,0,16579.02,N18
LOG,Logistics - Logistics,Logistics - Outbound Logistics,M,74034.05,0,0,N21
LOG,Logistics - Supply Chain,Supply Chain - Inbound Logistics,F,111545.1,0,13162.88,10
LOG,Logistics - Supply Chain,Supply Chain - Transportation,F,93304.33,0,0,N16
LOG,Logistics - Fleet Operations,Fleet Operations - Warehouse Ops,F,83856.93,32593.1,0,9
LOG,Logistics - Fleet Operations,Fleet Operations - Inbound Logistics,F,83794.09,12594.99,0,19
LOG,Logistics - Warehouse Management,Warehouse Management - Last Mile Delivery,F,68633.79,0,14155.02,21
LOG,Logistics - Warehouse Management,Warehouse Management - Inbound Logistics,M,56664.19,0,0,6
LOG,Logistics - Logistics,Logistics - Warehouse Ops,F,101741.17,16992.99,0,9
LOG,Logistics - Warehouse Management,Warehouse Management - Transportation,F,69745.23,0,5915.01,19
LOG,Logistics - Supply Chain,Supply Chain - Inbound Logistics,M,86995.36,0,0,17
LOG,Logistics - Distribution,Distribution - Warehouse Ops,F,87306.09,0,3058.6,5
LOG,Logistics - Logistics,Logistics - Outbound Logistics,F,101344.41,4287.46,0,EX2
LOG,Logistics - Supply Chain,Supply Chain - Transportation,F,70964.66,54109.7,0,M1
LOG,Logistics - Supply Chain,Supply Chain - Warehouse Ops,M,91915.37,0,0,12
LOG,Logistics - Fleet Operations,Fleet Operations - Outbound Logistics,F,117928.34,4296.22,5387.84,EX2
LOG,Logistics - Fleet Operations,Fleet Operations - Last Mile Delivery,M,105495.58,51748.23,0,17
LOG,Logistics - Distribution,Distribution - Last Mile Delivery,M,101238.91,2919.7,0,N15
LOG,Logistics - Fleet Operations,Fleet Operations - Warehouse Ops,M,57978.19,6450.48,10349.95,10
LOG,Logistics - Supply Chain,Supply Chain - Last Mile Delivery,M,69989.01,0,0,EX2
LOG,Logistics - Warehouse Management,Warehouse Management - Inbound Logistics,M,124883.14,40828.74,6853.34,N27
LOG,Logistics - Supply Chain,Supply Chain - Inbound Logistics,M,55529.53,0,0,N16
LOG,Logistics - Fleet Operations,Fleet Operations - Inbound Logistics,F,97328.96,0,0,14
LOG,Logistics - Supply Chain,Supply Chain - Inbound Logistics,M,114080.26,0,0,N23
LOG,Logistics - Distribution,Distribution - Transportation,F,51960.88,23627.12,5306.93,16
LOG,Logistics - Logistics,Logistics - Outbound Logistics,F,73238.88,70166.81,0,N15
LOG,Logistics - Warehouse Management,Warehouse Management - Last Mile Delivery,M,33179.99,42378.32,14354.36,17
LOG,Logistics - Distribution,Distribution - Inbound Logistics,M,119401.93,32161.48,5270.66,M2
LOG,Logistics - Logistics,Logistics - Last Mile Delivery,M,57750.79,44993.45,4462.43,N18
LOG,Logistics - Fleet Operations,Fleet Operations - Outbound Logistics,F,41975.32,21410.51,8279.41,N25
LOG,Logistics - Fleet Operations,Fleet Operations - Outbound Logistics,M,95022.1,73213.04,0,8
LOG,Logistics - Distribution,Distribution - Last Mile Delivery,M,69269.04,1891.95,0,N28
LOG,Logistics - Distribution,Distribution - Transportation,F,99141.58,0,2147.03,10
LOG,Logistics - Distribution,Distribution - Transportation,M,71996.13,26423.99,0,8
LOG,Logistics - Logistics,Logistics - Inbound Logistics,F,105799.81,0,18041.71,17
LOG,Logistics - Distribution,Distribution - Inbound Logistics,F,101494.72,62013.32,6054.19,18
LOG,Logistics - Warehouse Management,Warehouse Management - Warehouse Ops,F,57623.06,77306.47,12413.57,23
LOG,Logistics - Supply Chain,Supply Chain - Warehouse Ops,M,85925.08,0,15724.56,EX2
LOG,Logistics - Logistics,Logistics - Inbound Logistics,F,65791.59,0,16135.53,N26
LOG,Logistics - Warehouse Management,Warehouse Management - Last Mile Delivery,M,31302.68,0,0,EX2
LOG,Logistics - Warehouse Management,Warehouse Management - Last Mile Delivery,F,121676.66,0,0,M3
LOG,Logistics - Fleet Operations,Fleet Operations - Last Mile Delivery,F,111718.17,32235.01,0,14
LOG,Logistics - Logistics,Logistics - Transportation,F,105251.79,0,3372.21,9
LOG,Logistics - Fleet Operations,Fleet Operations - Last Mile Delivery,F,43162.06,28437.3,0,10
LOG,Logistics - Fleet Operations,Fleet Operations - Inbound Logistics,M,93957.24,41072.01,0,N20
LOG,Logistics - Fleet Operations,Fleet Operations - Last Mile Delivery,M,40743.49,68190.63,4783.09,M1
LOG,Logistics - Logistics,Logistics - Last Mile Delivery,F,71732.61,10207.44,0,11
LOG,Logistics - Logistics,Logistics - Transportation,M,97365.07,48812.8,0,N17
LOG,Logistics - Supply Chain,Supply Chain - Inbound Logistics,F,64600.16,62277.14,2938.83,N23
LOG,Logistics - Supply Chain,Supply Chain - Warehouse Ops,M,98099.55,32379.88,13121.86,N25
LOG,Logistics - Distribution,Distribution - Last Mile Delivery,M,86433.75,0,0,N27
LOG,Logistics - Fleet Operations,Fleet Operations - Warehouse Ops,F,88258.34,0,0,22
LOG,Logistics - Logistics,Logistics - Outbound Logistics,M,119421.97,0,1607.31,11
LOG,Logistics - Logistics,Logistics - Inbound Logistics,M,64641.91,0,16673.27,M2
LOG,Logistics - Logistics,Logistics - Transportation,F,87424,53980.72,951.2,22
LOG,Logistics - Logistics,Logistics - Outbound Logistics,M,38832.02,37457.19,10630.17,EX2
LOG,Logistics - Distribution,Distribution - Transportation,F,55697.01,0,0,5
LOG,Logistics - Logistics,Logistics - Transportation,F,126392.08,58374.12,0,EX1
LOG,Logistics - Fleet Operations,Fleet Operations - Last Mile Delivery,F,42539.61,0,3217.58,N27
LOG,Logistics - Fleet Operations,Fleet Operations - Inbound Logistics,F,72676.18,0,0,N16
LOG,Logistics - Warehouse Management,Warehouse Management - Warehouse Ops,M,90811.12,36356.54,14216.7,20
LOG,Logistics - Distribution,Distribution - Warehouse Ops,F,98019.91,0,0,N26
LOG,Logistics - Fleet Operations,Fleet Operations - Warehouse Ops,F,93145.8,53556.6,0,N26
LOG,Logistics - Distribution,Distribution - Warehouse Ops,M,68489.17,9738.21,15415.41,EX2
LOG,Logistics - Warehouse Management,Warehouse Management - Warehouse Ops,M,110360.69,48352.46,0,15
LOG,Logistics - Warehouse Management,Warehouse Management - Transportation,F,72684.92,33818.89,0,N16
LOG,Logistics - Distribution,Distribution - Last Mile Delivery,F,78749.37,63866.68,0,N27
LOG,Logistics - Supply Chain,Supply Chain - Last Mile Delivery,M,57674.47,4074.03,0,N15
LOG,Logistics - Warehouse Management,Warehouse Management - Outbound Logistics,M,65565.3,0,0,EX2
LOG,Logistics - Distribution,Distribution - Last Mile Delivery,F,57809.03,33233.92,16926.42,N16
LOG,Logistics - Logistics,Logistics - Warehouse Ops,F,107427.58,0,0,M1
LOG,Logistics - Fleet Operations,Fleet Operations - Warehouse Ops,F,58705.14,0,0,10
LOG,Logistics - Logistics,Logistics - Warehouse Ops,M,62913.84,0,0,22
LOG,Logistics - Supply Chain,Supply Chain - Warehouse Ops,F,92301.39,36772.8,8703.04,6
LOG,Logistics - Fleet Operations,Fleet Operations - Last Mile Delivery,M,71684.24,27069.41,12732.29,8
LOG,Logistics - Fleet Operations,Fleet Operations - Last Mile Delivery,M,56898.24,50034.18,1682.95,19
LOG,Logistics - Supply Chain,Supply Chain - Warehouse Ops,F,72256.5,50727.75,0,N17
LOG,Logistics - Distribution,Distribution - Last Mile Delivery,F,85894.62,0,16308.13,N21
LOG,Logistics - Warehouse Management,Warehouse Management - Inbound Logistics,F,109921.43,52799.26,0,N28
LOG,Logistics - Distribution,Distribution - Transportation,F,77663.34,33249.15,13417.6,N15
LOG,Logistics - Warehouse Management,Warehouse Management - Warehouse Ops,F,63372.77,0,0,15
LOG,Logistics - Logistics,Logistics - Transportation,M,80121.09,68070.18,0,21
LOG,Logistics - Warehouse Management,Warehouse Management - Transportation,M,95913.42,0,0,EX1
LOG,Logistics - Warehouse Management,Warehouse Management - Inbound Logistics,M,40984.32,0,889.53,N17
LOG,Logistics - Supply Chain,Supply Chain - Inbound Logistics,M,120126.05,0,0,N23
